legacy_id,objectid,collectionid,display_template,parentid,sequence,pres_file,filename,object_location,image_alt_text,image_small,image_thumb,object_ocr,object_hocr,object_transcript,object_pdf,title,ark,avian_id,uid,call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin
IowaOrnithAssoc_108,iowaornithassoc108,iowaornithassoc,complex,,0,,,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0001_th.jpg,,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/pdf/iowaornithassoc108.pdf,Record book of the Iowa Ornithologists' Association,https://n2t.net/ark:/87292/w9736m679,10385,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,"Record Book, 1895-1897",1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa Ornithological Association,,,,,,"Bartsch, Paul, 1871-1960;Merriam, C. Hart (Clinton Hart), 1855-1942;Currier, Edmonde S.;Giddings, Harold Joseph;Henning, Carl Fritz;Hoover, George C.;Rich, Guy C.;Savage, David L.;Bailey, Bert Heald;Heaton, Hiram;Irons, Ernest E. (Ernest Edward), 1877-;Law, John Eugene, 1877-1931;Goss, R. D.",http://id.loc.gov/authorities/names/n88013379;http://id.loc.gov/authorities/names/n80024499;;;;;;;;;http://id.loc.gov/authorities/names/no99076166;http://id.loc.gov/authorities/names/n92048088;,,,"Record book for the Iowa Ornithological Association. The book covers the period from the group's founding as the Iowa Ornithologist's Association on June 15, 1894 to January 16, 1898. The record book includes meeting minutes, copies of the organization's constitution, financial reports, officer and membership lists, and letters regarding the Iowa Ornithological Association.",,eng,,"Brown, J.H.;Keyes, Charles R. (Charles Reuben), 1871-1951",;http://id.loc.gov/authorities/names/n88218780,,,"Ornithology--Societies, etc;Meetings;Societies--History, organization, etc",http://id.worldcat.org/fast/1048364;http://id.worldcat.org/fast/1015496;http://id.worldcat.org/fast/1123789,Iowa City;Iowa;Mount Vernon;Salem;Manchester,http://www.geonames.org/4862034;http://www.geonames.org/4862182;http://www.geonames.org/4868251;http://www.geonames.org/4875384;http://www.geonames.org/4865996,41.66113;42.00027;41.92195;40.85281;42.48415,-91.53017; -93.50049; -91.41684; -91.62016; -91.45543,WGS 84,108 pages,,,administrative records;clippings (information artifacts);correspondence,http://vocab.getty.edu/aat/300027425;http://vocab.getty.edu/aat/300026867;http://vocab.getty.edu/aat/300026877,Text,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,1894-06-15/1898-01-16,2019-01-15,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,Avian Archives of Iowa Online (avIAn),https://avian.lib.iastate.edu,reformatted digital; Digitized with Nikon - camera
IowaOrnithAssoc_10,iowaornithassoc10,iowaornithassoc,child,iowaornithassoc108,11,MS0581b001f001i0011.tif,ms0581b001f001i0011.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0011.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0011_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0011_th.jpg,,,,,Page 11,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_11,iowaornithassoc11,iowaornithassoc,child,iowaornithassoc108,12,MS0581b001f001i0012.tif,ms0581b001f001i0012.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0012.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0012_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0012_th.jpg,,,,,Page 12,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_12,iowaornithassoc12,iowaornithassoc,child,iowaornithassoc108,13,MS0581b001f001i0013.tif,ms0581b001f001i0013.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0013.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0013_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0013_th.jpg,,,,,Page 13,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_13,iowaornithassoc13,iowaornithassoc,child,iowaornithassoc108,14,MS0581b001f001i0014.tif,ms0581b001f001i0014.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0014.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0014_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0014_th.jpg,,,,,Page 14,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_14,iowaornithassoc14,iowaornithassoc,child,iowaornithassoc108,15,MS0581b001f001i0015.tif,ms0581b001f001i0015.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0015.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0015_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0015_th.jpg,,,,,Page 15,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_15,iowaornithassoc15,iowaornithassoc,child,iowaornithassoc108,16,MS0581b001f001i0016.tif,ms0581b001f001i0016.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0016.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0016_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0016_th.jpg,,,,,Page 16,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_16,iowaornithassoc16,iowaornithassoc,child,iowaornithassoc108,17,MS0581b001f001i0017.tif,ms0581b001f001i0017.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0017.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0017_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0017_th.jpg,,,,,Page 17,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_17,iowaornithassoc17,iowaornithassoc,child,iowaornithassoc108,18,MS0581b001f001i0018.tif,ms0581b001f001i0018.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0018.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0018_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0018_th.jpg,,,,,Page 18,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_18,iowaornithassoc18,iowaornithassoc,child,iowaornithassoc108,19,MS0581b001f001i0019.tif,ms0581b001f001i0019.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0019.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0019_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0019_th.jpg,,,,,Page 19,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_19,iowaornithassoc19,iowaornithassoc,child,iowaornithassoc108,20,MS0581b001f001i0020.tif,ms0581b001f001i0020.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0020.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0020_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0020_th.jpg,,,,,Page 20,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_20,iowaornithassoc20,iowaornithassoc,child,iowaornithassoc108,21,MS0581b001f001i0021.tif,ms0581b001f001i0021.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0021.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0021_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0021_th.jpg,,,,,Page 21,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_21,iowaornithassoc21,iowaornithassoc,child,iowaornithassoc108,22,MS0581b001f001i0022.tif,ms0581b001f001i0022.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0022.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0022_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0022_th.jpg,,,,,Page 22,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_22,iowaornithassoc22,iowaornithassoc,child,iowaornithassoc108,23,MS0581b001f001i0023.tif,ms0581b001f001i0023.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0023.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0023_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0023_th.jpg,,,,,Page 23,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_23,iowaornithassoc23,iowaornithassoc,child,iowaornithassoc108,24,MS0581b001f001i0024.tif,ms0581b001f001i0024.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0024.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0024_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0024_th.jpg,,,,,Page 24,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_24,iowaornithassoc24,iowaornithassoc,child,iowaornithassoc108,25,MS0581b001f001i0025.tif,ms0581b001f001i0025.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0025.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0025_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0025_th.jpg,,,,,Page 25,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_25,iowaornithassoc25,iowaornithassoc,child,iowaornithassoc108,26,MS0581b001f001i0026.tif,ms0581b001f001i0026.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0026.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0026_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0026_th.jpg,,,,,Page 26,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_26,iowaornithassoc26,iowaornithassoc,child,iowaornithassoc108,27,MS0581b001f001i0027.tif,ms0581b001f001i0027.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0027.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0027_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0027_th.jpg,,,,,Page 27,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
IowaOrnithAssoc_27,iowaornithassoc27,iowaornithassoc,child,iowaornithassoc108,28,MS0581b001f001i0028.tif,ms0581b001f001i0028.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/ms0581b001f001i0028.jpg,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/small/ms0581b001f001i0028_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/iowaornithassoc/thumbs/ms0581b001f001i0028_th.jpg,,,,,Page 28,,,,MS 581,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w9vx8d,,,1,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This complex item has mixed rights protection.;For portions in which Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.;The Iowa State University Library believes that portions of this item are in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",;https://creativecommons.org/licenses/by-nc/4.0/;http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,Iowa Ornithological Association records,https://n2t.net/ark:/87292/w91v5bd2m,,,reformatted digital
